major_category	major_preprocessed	major_original	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
	current attend	currently attending	0.0	0.4375	0.1875	0.0	0.0	0.125
	behavior	Behavioral Studies	0.15625	0.28125	0.3125	0.875	0.375	0.46875
	pharmaci	pharmacy	0.40625	0.5	0.46875	0.53125	0.40625	0.40625
	entrepreneurship	Entrepreneurship	0.125	0.25	0.65625	0.875	0.59375	0.65625
	occup therapi	Occupational Therapy 	0.09375	0.21875	0.21875	0.84375	0.78125	0.21875
	polit	Politics	0.53125	0.28125	0.25	0.59375	0.46875	0.6875
	inform technolog	Information Technology 	0.1875	0.125	0.09375	0.6875	0.15625	0.25
	behaviour	Behavioural Studies	0.0625	0.21875	0.25	0.90625	0.5	0.4375
	inform technolog	IT	0.25	0.78125	0.53125	0.59375	0.34375	0.03125
	nutrit	Nutrition	0.25	0.625	0.875	0.53125	0.40625	0.6875
	inform technolog	IT	0.1875	0.0625	0.375	0.34375	0.28125	0.375
	bake	Baking	0.15625	0.1875	0.09375	0.0625	0.0625	0.03125
	wood technolog	Wood Technology	0.4375	0.75	0.65625	0.375	0.375	0.34375
	child develop	Child Development	0.1875	0.1875	0.46875	0.875	0.0625	0.46875
	interdisiplanari	Interdisiplanary Studies	0.03125	0.4375	0.78125	0.75	0.59375	0.25
	psi	Psy	0.09375	0.46875	0.40625	0.84375	0.5625	0.1875
	fine rt itt	Fine rt  nd ITT	0.5	0.375	0.6875	0.59375	0.40625	0.65625
	media	Media studies	0.15625	0.40625	0.5625	0.125	0.0	0.0
	speech languag patholog	speech-language pathology	0.0625	0.1875	0.34375	1.0	0.46875	0.09375
	ass hvac	ASS. in HVAC	0.96875	0.125	0.0625	0.59375	0.28125	0.0
	electron	ELECTRONICS	0.6875	0.5625	0.46875	0.625	0.34375	0.6875
	entrepreneur	Entrepreneurer	0.21875	0.46875	0.75	1.0	0.5	0.25
	sport	Sport	0.375	0.78125	0.46875	0.59375	0.46875	0.125
	finacn	Finacne	0.0	0.09375	0.3125	0.4375	0.25	0.59375
	certif	Certification	0.15625	0.3125	0.21875	0.5625	0.34375	0.78125
	kinesiolog	Kinesiology	0.0625	0.65625	0.75	0.5	0.21875	0.03125
	inform technolog	Information Technology	0.0	0.15625	0.84375	0.375	0.34375	0.0
	environment	Environmental Studies	0.4375	0.75	0.53125	0.4375	0.21875	0.59375
	cybersecur	Cybersecurity 	0.78125	0.46875	0.90625	0.9375	0.75	0.4375
	peac conflict	Peace and conflict studies	0.0	0.28125	0.4375	0.71875	0.21875	0.21875
	hospit	hospitality	0.09375	0.46875	0.28125	0.75	0.625	0.53125
	theatr	Theatre 	0.03125	0.28125	0.71875	0.75	0.3125	0.375
	medic	medical	0.03125	0.875	0.84375	0.8125	0.5625	0.0625
	cnc machin	CNC Machining	0.53125	0.0	0.0	0.09375	0.0	0.0625
	peac develop	Peace and Development Studies	0.03125	0.71875	0.6875	0.5625	0.09375	0.0
	chemic	Chemical	0.28125	0.875	0.375	0.46875	0.375	0.28125
	nutrit	NUTRITION	0.09375	0.53125	0.0	0.5625	0.3125	0.4375
	drama	Drama	0.25	0.53125	0.65625	0.0625	0.375	0.125
	nutrit	Nutrition	0.1875	0.75	0.46875	0.75	0.03125	0.5
	clinic research	Clinical Research 	0.03125	0.96875	0.4375	0.875	0.125	0.375
	comput	Applied Computing	0.3125	0.25	0.6875	0.5	0.59375	0.5
	forens investig	Forensic Investigation	0.0625	0.4375	0.5625	0.875	0.625	0.125
	sport	Sports	0.3125	0.375	0.65625	0.78125	0.6875	0.375
	informat	Informatics	0.28125	0.75	0.5	0.5	0.125	0.15625
	design	DESIGN	0.28125	0.125	0.59375	0.625	0.5	0.125
	comput	Computers	0.375	0.3125	0.5625	0.8125	0.375	0.6875
	undecid	undecided	0.0	0.125	0.28125	0.6875	0.03125	0.0
	gerontolog	Gerontology	0.875	0.3125	0.59375	0.59375	0.28125	0.21875
	cybersecur	cybersecurity	0.71875	0.09375	0.0	0.40625	0.28125	0.3125
	programm	programmer	0.4375	0.46875	0.78125	0.46875	0.6875	0.5
	med	Pre Med	0.375	0.84375	0.5	0.75	0.375	0.3125
	fire technolog	fire tech	0.6875	0.5	0.46875	0.9375	0.46875	0.5
	write	Writing	0.0	0.4375	0.46875	0.34375	0.1875	0.375
	speech	Speech	0.28125	0.46875	0.71875	0.78125	0.75	0.21875
	inform technolog	I.T	0.46875	0.375	0.84375	0.71875	0.71875	0.9375
	horticultur	horticulture	0.3125	0.875	0.71875	0.09375	0.09375	0.125
	bus inform technolog	Bus/IT	0.78125	0.875	0.1875	0.21875	0.3125	0.5
	psicologia	psicologia	0.0625	0.125	0.1875	0.78125	0.03125	0.0
	informat	informatics	0.71875	0.84375	0.71875	0.34375	0.25	0.625
	cirriculum	general cirriculum	0.15625	0.5625	0.21875	0.75	0.375	0.1875
	organiz leadership	Organizational Leadership	0.1875	0.1875	0.6875	0.78125	0.53125	0.25
	dietet	Dietetics	0.03125	0.6875	0.125	0.625	0.09375	0.1875
	forens	Forensics	0.25	0.625	0.5	0.0625	0.09375	0.28125
	christian ministri	Christian Ministry	0.0	0.0	0.1875	0.53125	0.4375	0.65625
	languag	languages	0.0	0.0	0.09375	0.125	0.1875	0.0
	weld pipe weld	Welding-pipe welding	0.875	0.0	0.21875	0.0	0.28125	0.0625
	undicid	undicided 	0.09375	0.5625	0.71875	0.8125	0.625	0.6875
	creativ write	creative writing	0.0	0.5	0.6875	0.75	0.3125	0.1875
	cinema	Cinema	0.1875	0.53125	1.0	0.53125	0.1875	0.0625
	apparel merchandis	Apparel Merchandising	0.15625	0.125	0.21875	0.40625	0.25	0.15625
	b pharm	B PHARM	0.125	0.4375	0.4375	0.75	0.25	0.125
	film tv	Film & TV	0.1875	0.125	0.4375	0.0625	0.0625	0.0
	mechan	mechanical	0.46875	0.75	0.21875	0.8125	0.375	0.84375
	kinesiolog	kinesiology	0.1875	0.8125	0.375	0.875	0.0625	0.09375
	cycber secur	cycber security	0.5625	0.375	0.53125	0.84375	0.625	0.46875
	inform technolog	IT	0.0625	0.09375	0.1875	0.0625	0.09375	0.5625
	film	film studies	0.40625	0.375	0.0	0.125	0.09375	0.46875
	pharmaci	Pharmacy	0.5	0.6875	0.34375	0.5625	0.4375	0.59375
	dietet	Dietetics	0.0	0.5625	0.28125	0.59375	0.3125	0.40625
	inform technolog	Information Technology	0.34375	0.46875	0.6875	0.625	0.5625	0.25
	quantiti survey	quantity surveying	0.53125	0.875	0.78125	0.75	0.5625	0.625
	pharmaci	pharmacy	0.34375	0.40625	0.375	0.6875	0.59375	0.46875
	undecid	UNDECIDED	0.1875	0.375	0.125	0.75	0.0	0.0625
	culinari	Culinary	0.0	0.5	0.8125	0.84375	0.09375	0.0
	technolog	Technology	0.25	0.4375	0.375	0.125	0.21875	0.1875
	comput	Computing	0.40625	0.53125	0.84375	0.0625	0.15625	0.3125
	sport	Sports	0.875	0.75	0.125	0.5	0.25	0.25
	letra portuguê inglê	Letras (Português/Inglês)	0.25	0.125	0.3125	0.46875	0.15625	0.1875
	speech drama	speech, drama	0.4375	0.46875	0.78125	0.875	0.34375	0.59375
	tourism	tourism	0.09375	0.4375	0.0	0.4375	0.21875	0.125
	medic reimburs code	Medical reimbursement and coding	0.0625	0.40625	0.0625	0.8125	0.5625	0.71875
	environment	Environmental Studies	0.0	0.375	0.53125	0.78125	0.40625	0.09375
	film score	Film Scoring	0.0	0.25	0.71875	0.4375	0.0	0.0
	secretari	Secretarial	0.21875	0.46875	0.4375	0.625	0.875	0.8125
	televis radio	Television-Radio	0.34375	0.65625	0.875	0.375	0.40625	0.0625
	film	Film	0.4375	0.59375	0.5625	0.5	0.375	0.1875
	inform technolog	IT	0.625	0.125	0.53125	0.53125	0.34375	0.8125
	inform technolog comput	IT Computing	0.84375	0.3125	0.25	0.78125	0.4375	0.875
	mass comm	Mass comm	0.09375	0.125	0.59375	0.8125	0.40625	0.34375
	inform technolog	Information technology	0.1875	0.0	0.0	0.21875	0.0625	0.40625
	digit media	digital media	0.4375	0.4375	0.6875	0.40625	0.1875	0.375
	physocolog	Physocology	0.375	0.4375	0.5	0.375	0.5	0.59375
	neuro	neuro	0.28125	0.28125	0.5	0.5	0.53125	0.53125
	gerontolog	Gerontology	0.0625	0.40625	0.46875	0.625	0.25	0.34375
	design	Design	0.34375	0.65625	0.5	0.5	0.34375	0.34375
	network secur	Network and Security	0.59375	0.40625	0.28125	0.125	0.40625	0.65625
	medic code	medical coding	0.25	0.53125	0.15625	0.78125	0.1875	0.5625
	admini	adminis	0.25	0.03125	0.34375	0.65625	0.375	0.65625
	pharmaci	Pre Pharmacy	0.0	0.40625	0.25	0.0625	0.03125	0.1875
	medic reimburs code	Medical Reimbursement and Coding	0.0625	0.5625	0.34375	0.625	0.3125	0.71875
	speech therapi	Speech therapy	0.0625	0.34375	0.375	0.46875	0.3125	0.09375
	n >	N>A	0.125	0.25	0.5625	0.84375	0.09375	0.28125
	kinesiolog	Kinesiology	0.15625	0.5625	0.09375	0.5	0.09375	0.75
	kinesiolog	kinesiology	0.5	0.5	0.375	0.53125	0.34375	0.5
	kinesiolog	Kinesiology	0.125	0.5625	0.34375	0.875	0.34375	0.1875
	enign	enigneering	0.375	0.65625	0.625	0.625	0.25	0.375
	chad	CHAD	0.09375	0.65625	0.34375	0.53125	0.28125	0.53125
	inform technolog	IT	0.46875	0.71875	0.65625	0.71875	0.3125	0.5
	pedagolog	pedagology	0.1875	0.09375	0.21875	0.0	0.34375	0.15625
	inform technolog	IT	0.34375	1.0	0.65625	0.75	0.5625	0.25
	medic assist	Medical Assistant	0.34375	0.53125	0.0	0.625	0.28125	0.71875
	speech patholog	Speech Pathology	0.125	0.46875	0.71875	0.71875	0.125	0.0
	occuoat therapi	occuoational therapy	0.4375	0.4375	0.6875	0.3125	0.40625	0.65625
	kinesiolog	kinesiology	0.0	0.75	0.28125	0.84375	0.125	0.0
	tourism	tourism	0.0625	0.21875	0.625	0.59375	0.25	0.09375
	lifesci	Lifescience	0.46875	0.59375	0.625	0.65625	0.5625	0.46875
	psicologia cognitiv	psicologia cognitiv	0.125	0.5	0.46875	0.0	0.0	0.25
	program	Programming	0.28125	0.65625	0.8125	0.34375	0.125	0.40625
	inform technolog	Information Technology	0.5	0.0	0.125	0.75	0.125	0.875
	technik	technik	0.46875	0.1875	0.03125	0.34375	0.71875	0.4375
	film media	Film and media	0.15625	0.0625	0.6875	0.28125	0.5	0.125
	contemporari technic sceneographi	Contemporary Studies, Technical Sceneography 	0.65625	0.75	0.65625	0.71875	0.28125	0.6875
	theatr	Theatre	0.0	0.53125	0.75	0.78125	0.53125	0.0625
	paraleg	Paralegal Studies	0.125	0.40625	0.59375	0.5	0.34375	0.0625
	theater	Theater	0.375	0.71875	0.65625	0.40625	0.3125	0.09375
	environ	Environment studies	0.1875	0.5	0.84375	0.625	0.375	0.0
	write	writing	0.0	0.03125	0.25	0.3125	0.0	0.09375
	aviat	Aviation 	0.6875	0.15625	0.40625	0.28125	0.34375	0.21875
	tourism	Tourism	0.09375	0.09375	0.28125	0.4375	0.75	0.3125
	athlet train	Athletic Training	0.46875	0.8125	0.46875	0.46875	0.46875	0.28125
	design technolog	Design Technology	0.25	0.78125	0.8125	0.375	0.5625	0.46875
	neither	neither	0.46875	0.875	0.875	0.65625	0.59375	0.375
	system	Systems	0.0	0.0	0.375	0.1875	0.46875	0.21875
	develop	Development	0.09375	0.0625	0.5625	0.875	0.21875	0.15625
	undecid	undecided	0.21875	0.59375	0.3125	0.6875	0.5625	0.5
	psychiatrist	psychiatrist	0.28125	0.8125	0.6875	0.875	0.5625	0.375
	electron	Electronics	0.375	0.5	0.46875	0.875	0.3125	0.46875
	american	American Studies	0.03125	0.4375	0.5	0.625	0.625	0.4375
	hotel mangement	hotel mangement	0.3125	0.03125	0.75	0.65625	0.34375	0.125
	design	Design	0.125	0.6875	0.78125	0.5625	0.28125	0.3125
	bank	Banking	0.34375	0.0	0.125	0.53125	0.96875	1.0
	undecid	undecided	0.46875	0.53125	0.5625	0.40625	0.59375	0.6875
	comput	Computer	0.75	0.71875	0.59375	0.75	0.25	0.5
	film	Film	0.21875	0.40625	0.71875	0.15625	0.5	0.40625
	social	Social studies	0.3125	0.1875	0.1875	0.875	0.3125	0.75
	child develop	Child Development 	0.65625	0.5	0.6875	0.71875	0.65625	0.3125
	logist	logistics	0.0625	0.125	0.1875	0.625	0.9375	0.34375
	micro	Micro	0.375	1.0	0.15625	0.46875	0.09375	0.0
	kinesiolog	Kinesiology 	0.1875	1.0	0.625	0.5625	0.28125	0.0625
	bioinformat	Bioinformatics 	0.03125	0.59375	0.875	0.25	0.125	0.0625
	current undeclar	Currently Undeclared	0.0	0.1875	0.125	0.0	0.15625	0.0
	american sign languag	American Sign Language	0.5	0.4375	0.65625	0.96875	0.5	0.5
	nurd	nurding	0.25	0.96875	0.53125	0.75	0.46875	0.5
	design	Design	0.5	0.40625	0.5	0.1875	0.15625	0.5
	medic laboratori technician	medical laboratory technician	0.53125	0.4375	0.59375	0.5	0.46875	0.65625
	microelectron	Microelectronics	0.0625	0.125	0.1875	0.625	0.8125	0.75
	na	N.a	0.375	0.34375	0.53125	0.84375	0.53125	0.65625
	logist	Logistic	0.5	0.375	0.8125	0.875	0.75	0.8125
	inform technolog	Information Technology	0.25	0.0625	0.1875	0.46875	0.125	0.25
	liber	Liberal Studies	0.0	0.25	0.3125	0.09375	0.0	0.0625
	inform technolog	Information Technology	0.625	0.46875	0.34375	0.375	0.59375	0.5625
	drama	Drama	0.1875	0.3125	0.78125	0.78125	0.21875	0.15625
	filmmak	filmmaking	0.4375	0.34375	0.5	0.375	0.1875	0.375
	nutrit dietet	Nutrition &a Dietetics 	0.40625	0.5625	0.40625	0.8125	0.75	0.59375
	culinari	Culinary	0.25	0.625	0.5	0.78125	0.09375	0.0625
	electrician	Electrician 	0.5625	0.5	0.0	0.6875	0.4375	0.59375
	islam	Islamic	0.34375	0.3125	0.34375	0.75	0.34375	0.53125
	languag	Languages	0.53125	0.75	0.75	0.5	0.8125	0.03125
	radiolog	radiology	0.71875	1.0	0.625	0.71875	0.4375	0.3125
	medic	Medical	0.3125	0.65625	0.46875	0.6875	0.5625	0.5
	dental hygeinist	dental hygeinist	0.3125	0.3125	0.09375	0.625	0.5	0.21875
	textil design	Textile design	0.1875	0.0	0.375	0.6875	0.625	0.28125
	dental	Dental	0.0	0.53125	0.25	0.8125	0.5	0.09375
	speech languag patholog	speech language pathology	0.1875	0.625	0.75	0.90625	0.53125	0.0
	fire technolog	Fire Technology 	0.40625	0.5	0.3125	0.5	0.5	0.59375
	dentistri	Dentistry	0.46875	0.59375	0.40625	0.46875	0.53125	0.71875
	pharmaci	pharmacy	0.4375	0.125	0.71875	0.25	0.0	0.375
	leadership	Leadership	0.0625	0.0625	0.125	0.6875	0.15625	0.1875
	film	Film	0.0	0.34375	0.53125	0.3125	0.125	0.09375
	hospit	Hospitality	0.46875	0.6875	0.84375	0.90625	0.625	0.46875
	speech therapi	Speech therapy 	0.0625	0.46875	0.21875	0.78125	0.3125	0.0
	pharmaci	Pharmacy	0.09375	0.25	0.25	0.34375	0.34375	0.46875
	nutrit dietet	Nutrition and Dietetics	0.09375	0.6875	0.5	0.78125	0.03125	0.21875
	digit anim	Digital Animation	0.40625	0.9375	0.4375	0.65625	0.40625	0.5
	ministri	Ministry	0.59375	0.59375	0.5625	0.8125	0.40625	0.46875
	buis	buisness	0.28125	0.21875	0.625	0.5	0.5625	0.5
	mechan	Mechanic	0.75	0.90625	0.75	0.6875	0.78125	0.90625
	industri design	Industrial Design	0.53125	0.46875	0.3125	0.40625	0.40625	0.375
	undecid	Undecided	0.0	0.0625	0.6875	0.34375	0.46875	0.1875
	inform technolog	IT	0.5	0.71875	0.65625	0.53125	0.25	0.3125
	comput applic	Computer Application	0.25	0.375	0.3125	0.34375	0.28125	0.5625
	inform technolog	IT	0.5	0.53125	0.03125	0.3125	0.25	0.46875
	mechatron	Mechatronics	0.53125	0.625	0.53125	0.4375	0.3125	0.4375
	environment	Environmental Studies	0.375	0.875	0.40625	0.5625	0.28125	0.4375
	dentistri	dentistry	0.65625	0.71875	0.75	0.84375	0.78125	0.6875
	dentistri	Dentistry	0.1875	0.65625	0.4375	0.75	0.5625	0.375
	dentistri	Dentistry	0.0625	0.5	0.4375	0.875	0.5625	0.3125
	dentist	DENTIST	0.59375	0.4375	0.1875	0.78125	0.46875	0.6875
	dentistri	dentistry	0.375	0.6875	0.6875	0.875	0.78125	0.4375
	ministri	Ministry	0.46875	0.1875	0.625	0.75	0.46875	0.09375
	robot	Robotics	0.0625	0.25	0.5625	0.75	0.125	0.5
	electron	Applied Electronics	0.6875	0.375	0.25	0.84375	0.375	0.65625
	aviat	Aviation	0.5	0.5	0.46875	1.0	0.59375	1.0
	plan	Planning	0.3125	0.59375	0.78125	0.4375	0.65625	0.65625
	speech patholog	Speech pathology	0.1875	0.125	0.40625	0.78125	0.28125	0.28125
	church ministri	Church Ministry	0.1875	0.4375	0.6875	0.59375	0.34375	0.03125
	physiotherapi	physiotherapy	0.40625	0.65625	0.78125	0.6875	0.21875	0.28125
	teac	teacing	0.25	0.84375	0.40625	0.5625	0.125	0.1875
	leadership	Leadership	0.15625	0.5	0.21875	0.9375	0.4375	0.4375
	entrepreneurship	Entrepreneurship	0.6875	0.90625	1.0	0.90625	0.90625	0.78125
	social servic	Social Services	0.15625	0.03125	0.5	0.625	0.4375	0.59375
	dental hygien	Dental Hygiene	0.53125	0.21875	0.21875	0.65625	0.3125	0.59375
	ict	ICT	0.9375	0.78125	0.71875	0.90625	0.875	0.90625
	procur	Procurement	0.4375	0.40625	0.65625	0.9375	0.625	0.875
	inform technolog	IT	0.28125	0.40625	0.875	0.90625	0.78125	0.6875
	cyber secur	Cyber Security	0.125	0.40625	0.0	0.09375	0.09375	0.125
	liber	Liberal studies	0.0625	0.0625	0.15625	0.0	0.0	0.15625
	hospit	hospitality	0.3125	0.40625	0.5	0.65625	0.59375	0.53125
	admnistração	Admnistração	0.40625	0.40625	0.5625	0.90625	0.71875	0.59375
	comput	Computer	0.375	0.3125	0.21875	0.09375	0.0625	0.3125
	inform technolog	information technology	0.5	0.78125	0.40625	0.59375	0.15625	0.34375
	hospit	Hospitality	0.53125	0.4375	0.40625	0.75	0.4375	0.40625
	medic assist	MEDICAL ASSISTING	0.3125	0.75	0.09375	0.46875	0.40625	0.34375
	cybersecur	cybersecurity	0.03125	0.4375	0.21875	0.1875	0.125	0.46875
	theater	Theater	0.09375	0.03125	0.96875	0.78125	0.5	0.09375
	women gender	Women and gender studies 	0.28125	0.53125	0.5	0.8125	0.5625	0.5625
	org leadership	Org. Leadership	0.21875	0.625	0.4375	0.59375	0.25	0.5625
	mechan	mechanical	0.5625	0.65625	0.5	0.65625	0.65625	0.5
	everyth	Everything	0.4375	0.9375	0.71875	0.375	0.5625	0.09375
	islam	islamic	0.28125	0.46875	0.5625	0.84375	0.40625	0.3125
	cybersecur	Cybersecurity	0.15625	0.03125	0.03125	0.3125	0.15625	0.875
	organiz leadership	Organizational Leadership	0.71875	0.25	0.21875	0.4375	0.34375	0.53125
	attend	Not yet attending	0.3125	1.0	0.875	0.75	0.53125	0.5
	cybersecur	Cybersecurity	0.21875	0.34375	0.28125	0.6875	0.375	0.78125
	cybersecur	CyberSecurity	0.4375	0.6875	0.65625	0.53125	0.59375	0.5625
	cyber secur	Cyber security	0.375	0.625	0.65625	0.78125	0.40625	0.1875
	bca	bca	0.4375	0.625	0.75	0.84375	0.59375	0.75
	comput technolog	COMPUTER TECHNOLOGY	0.59375	0.625	0.875	0.75	0.6875	0.6875
	comput applic	COMPUTER APPLICATION	0.59375	0.65625	0.8125	0.75	0.65625	0.6875
	comput technolog	computer technology	0.75	0.8125	0.9375	0.9375	0.625	0.875
	cyber secur	Cyber Security	0.28125	0.15625	0.03125	0.875	0.34375	0.53125
	dietet	dietetic	0.375	0.5	0.28125	0.75	0.71875	0.75
	medic technolog	Medical Technology	0.0	0.21875	0.3125	0.75	0.0	0.0625
	system inform	System information	0.25	0.25	0.375	0.125	0.0	0.0
	hospit	Hospitality 	0.28125	0.09375	0.53125	0.75	0.6875	0.625
	speech patholog	speech pathology	0.1875	0.65625	0.3125	0.84375	0.0625	0.21875
	radiolog technician	Radiology Technician	0.21875	0.625	0.71875	0.5	0.4375	0.65625
	entrepreneurship	ENTREPRENEURSHIP	0.4375	0.8125	0.90625	0.90625	0.75	0.5
	hospit	HOSPITALITY	0.5	0.4375	0.75	0.8125	0.71875	0.59375
	undeclar	Undeclared 	0.25	0.71875	0.28125	0.59375	0.15625	0.34375
	kannada	kannada	0.46875	0.5	0.53125	0.53125	0.5625	0.59375
	dentistri	Dentistry	0.4375	0.65625	0.21875	0.21875	0.3125	0.5
	modern lanaguag	Modern Lanaguages	0.46875	0.53125	0.59375	0.84375	0.28125	0.59375
	nutrit	nutrition	0.0	0.5625	0.53125	0.75	0.28125	0.15625
	youth ministri	Youth Ministry	0.53125	0.28125	0.28125	0.6875	0.3125	0.25
	na	na	0.90625	0.9375	0.4375	0.9375	0.59375	0.34375
	help	Helping	0.4375	0.75	0.53125	1.0	0.75	0.75
	pastri bake	Pastry & baking	0.1875	0.15625	0.34375	0.1875	0.09375	0.1875
	pastri bake	Pastry & Baking	0.0	0.0	0.09375	0.375	0.3125	0.0
	comput	Computing	0.5625	0.59375	0.6875	0.53125	0.65625	0.5625
	dentistri	Dentistry	0.0625	0.9375	0.375	0.4375	0.09375	0.0625
	town plan	Town Planning 	0.40625	0.5625	0.53125	0.5	0.4375	0.28125
	comput	Computers	0.25	0.40625	0.5625	0.5625	0.4375	0.28125
	iktisat	Iktisat	0.3125	0.5	0.53125	0.28125	0.8125	0.8125
	game develop	Game Development	0.25	0.78125	0.40625	0.28125	0.34375	0.34375
	comput	computer	0.46875	0.0625	0.09375	0.15625	0.125	0.34375
	south asian	South Asian Studies	0.3125	0.84375	0.6875	0.59375	0.3125	0.4375
	informat	Informatics	0.3125	0.71875	0.4375	0.71875	0.25	0.0625
	anim	animation	0.1875	0.375	0.5	0.3125	0.25	0.34375
	infocomm	Infocomm	0.65625	0.375	0.25	0.53125	0.625	0.8125
	game design	Game Design	0.3125	0.4375	0.78125	0.3125	0.34375	0.21875
	media design	Media and design	0.09375	0.78125	0.71875	0.5625	0.34375	0.0625
	inform technolog	Information Technology	0.34375	0.96875	0.40625	0.53125	0.46875	0.4375
	kineseolog	kineseology	0.53125	0.40625	0.1875	0.59375	0.375	0.3125
	fashion merchandis	Fashion merchandising 	0.0625	0.34375	0.3125	0.34375	0.375	0.0625
	general	Generals	0.5625	1.0	0.84375	0.53125	0.15625	0.1875
	teach	Teaching	0.53125	0.53125	0.4375	0.6875	0.53125	0.53125
	media product	Media/production	0.375	0.375	0.71875	0.71875	0.46875	0.4375
	exercis sport scien	Exercise Sports Sciene	0.0	0.53125	0.0625	0.65625	0.03125	0.1875
	medic code	Medical coding	0.1875	0.6875	0.25	0.375	0.25	0.28125
	nutrit	Nutrition	0.59375	0.28125	0.53125	0.5625	0.40625	0.625
	undecid	undecided	0.21875	0.75	0.375	0.59375	0.59375	0.15625
	quimica	Quimica	0.375	0.40625	0.46875	0.59375	0.375	0.21875
	pharmaci	Pharmacy	0.0625	0.9375	0.8125	0.84375	0.03125	0.0
	fit train	Fitness training	0.71875	0.59375	0.53125	0.78125	0.71875	0.65625
	languag	Language	0.125	0.34375	0.1875	0.71875	0.28125	0.4375
	draft	drafting	0.53125	0.1875	0.15625	0.28125	0.125	0.09375
	fashion merchandis	Fashion Merchandising 	0.09375	0.0625	0.1875	0.71875	0.46875	0.53125
	inform technolog	IT	0.0	0.0625	0.0	0.1875	0.0	0.375
	paramed	Paramedic 	0.5625	0.8125	0.46875	0.375	0.46875	0.65625
	aviat	Aviation 	0.375	0.625	0.53125	0.75	0.6875	0.5
	nil	nil	0.3125	0.5	0.4375	0.34375	0.40625	0.46875
	higher coach pyscholog	Higher Diploma in Coaching Pyschology	0.125	0.21875	0.59375	0.75	0.09375	0.21875
	pharmaci	Pharmacy 	0.1875	0.78125	0.09375	0.46875	0.59375	0.53125
	social welar	Social Welare	0.21875	0.5	0.625	0.6875	0.5	0.21875
	inform technolog	Information technology	0.6875	0.71875	0.84375	0.78125	0.8125	0.75
	media	Media 	0.1875	0.6875	0.65625	0.5	0.09375	0.125
	psychotherapi	Psychotherapy	0.0	0.34375	0.1875	0.65625	0.0625	0.0625
	danc	Dance	0.21875	0.59375	0.65625	0.53125	0.34375	0.0625
	inform technolog	Information Technology	0.03125	0.6875	0.125	0.5	0.21875	0.09375
	primari teach	Primary Teaching	0.0	0.5625	0.34375	0.84375	0.46875	0.3125
	furnitur design	Furniture Design	0.65625	0.625	0.34375	0.09375	0.375	0.40625
	film	film studies	0.0	0.0625	0.5	0.34375	0.375	0.4375
	undecid	Undecided	0.125	0.4375	0.84375	0.625	0.34375	0.03125
	food technolog	Food Technology	0.21875	0.71875	0.09375	0.84375	0.65625	0.59375
	site supervisor	site supervisor	0.625	0.59375	0.40625	0.5	0.53125	0.625
	theatr	Theatre	0.0	0.53125	0.78125	0.46875	0.4375	0.3125
	logist	Logistics	0.375	0.46875	0.53125	0.53125	0.34375	0.375
	teach	Teaching	0.0	0.71875	0.59375	0.65625	0.40625	0.0
	entrepreneurship	entrepreneurship 	0.4375	0.0	0.40625	0.4375	0.75	0.53125
	hospit	hospitality 	0.59375	0.6875	0.71875	0.84375	0.9375	0.84375
	film	Film	0.1875	0.75	0.9375	0.78125	0.5625	0.1875
	sport	Sports	0.375	0.5625	0.46875	0.6875	0.375	0.375
	biomed	biomed	0.21875	0.46875	0.0	0.09375	0.3125	0.5
	multimedia	Multimedia	0.40625	0.84375	0.75	0.4375	0.28125	0.15625
	construct	construction	0.46875	0.09375	0.125	0.34375	0.21875	0.1875
	electr	Electrical	0.5	0.4375	0.40625	0.625	0.53125	0.5
	environment conserv	environmental conservation studies	0.3125	0.78125	0.46875	0.71875	0.15625	0.4375
	undecid	Undecided	0.09375	0.5625	0.71875	0.625	0.46875	0.25
	child youth care	Child and Youth CAre	0.03125	0.34375	0.5	0.8125	0.5625	0.28125
	hospit	Hospitality	0.40625	0.875	0.90625	0.6875	0.25	0.40625
	hospit	Hospitality	0.4375	0.875	0.84375	0.59375	0.625	0.5625
	athlet train	Athletic Training	0.5625	0.46875	0.125	0.3125	0.21875	0.15625
	fetac	FETAC 6 + 5	0.5	0.0625	0.71875	0.71875	0.46875	0.28125
	pharmaci	pharmacy	0.40625	0.96875	0.84375	0.78125	0.625	0.25
	fashion	Fashion	0.15625	0.3125	0.65625	0.78125	0.65625	0.625
	pharmaci	pharmacy	0.21875	0.625	0.53125	0.40625	0.3125	0.375
	dental assist	dental assistant	0.34375	0.1875	0.0625	0.78125	0.15625	0.375
	medic imag	medical imaging	0.3125	0.71875	0.0625	0.625	0.21875	0.0625
	folklor	folklore	0.5	0.5625	0.75	0.59375	0.5	0.40625
	design interior	design interior	0.375	0.5625	0.625	0.59375	0.59375	0.4375
	doctor	Doctor	0.28125	0.78125	0.46875	0.375	0.9375	0.5625
	game program	Game Programming	0.375	0.75	0.4375	0.375	0.09375	0.25
	electron	electronics	0.625	0.40625	0.53125	0.71875	0.75	0.75
	comput	Computers	0.25	0.125	0.53125	0.4375	0.40625	0.125
	undeclar	undeclared	0.09375	0.6875	0.53125	0.6875	0.40625	0.15625
	quantit analysi	quantitative analysis	0.375	0.5	0.46875	0.53125	0.5	0.46875
	pastor	Pastor 	0.125	0.0	0.0625	0.34375	0.15625	0.3125
	theatr	Theatre	0.28125	0.75	0.875	0.34375	0.53125	0.40625
