major_category	major_preprocessed	major_original	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
	electr	electrical	0.625	0.5	0.4375	0.25	0.375	0.5
	pharmaci	pharmacy	0.71875	0.625	0.25	0.3125	0.28125	0.53125
	sport	Sports	0.4375	0.625	0.5625	0.78125	0.71875	0.46875
	design	DESIGN	0.625	0.34375	0.65625	0.46875	0.40625	0.5
	biochem	Biochem	0.0	0.6875	0.03125	0.03125	0.0	0.0
	liber	liberal studies	0.0625	0.59375	0.8125	0.9375	0.4375	0.0
	est mst hvacr	EST/MST/HVAC?R	0.78125	0.90625	0.53125	0.53125	0.375	0.625
	undecid	undecided	0.0	0.78125	0.65625	0.53125	0.375	0.125
	youth ministri bibl	Youth Ministry and Bible	0.1875	0.1875	0.40625	0.46875	0.4375	0.21875
	undecid	undecided	0.125	0.15625	0.3125	0.71875	0.59375	0.375
	kiniseolog	Kiniseology	0.0625	0.5	0.28125	0.8125	0.0625	0.0
	creativ write film	Creative Writing, Film	0.09375	0.5	0.75	0.875	0.59375	0.40625
	inform technolog	Information Technology	0.53125	0.34375	0.21875	0.40625	0.21875	0.59375
	psicologia	Psicologia 	0.21875	0.46875	0.46875	0.40625	0.25	0.25
	sosyolog	sosyology	0.28125	0.15625	0.875	0.6875	0.1875	0.1875
	inclus	inclusiveness	0.8125	0.53125	0.78125	0.59375	0.34375	0.625
	vocat rehabilit	Vocational Rehabilitation	0.53125	0.84375	0.71875	0.71875	0.46875	0.375
	rehabilit servic	Rehabilitation Services	0.0	0.21875	0.03125	0.84375	0.09375	0.125
	vocat rehabilit	Vocational Rehabilitation 	0.28125	0.375	0.625	0.8125	0.34375	0.375
	crimin justc rehabilit	criminal justce and rehabilitation	0.0625	0.40625	0.21875	0.84375	0.46875	0.375
	built environ	Built Environment	0.1875	0.34375	0.09375	0.8125	0.3125	0.4375
	med	pre-med	0.28125	0.21875	0.15625	0.21875	0.28125	0.625
	jurisprud	Jurisprudence	0.25	0.71875	0.65625	0.5625	0.34375	0.34375
	teach	Teaching	0.34375	0.34375	0.90625	0.84375	0.21875	0.09375
	*	(an* not a)	0.25	0.21875	0.75	0.78125	0.59375	0.375
	horticultur	Horticulture 	0.09375	0.4375	0.625	0.125	0.0	0.0
	respiratori therapi	Respiratory therapy	0.5625	0.5625	0.875	0.6875	0.40625	0.03125
	undeclar	Undeclared	0.34375	0.90625	0.84375	0.90625	0.59375	0.4375
	aviat	Aviation	0.125	0.0	0.375	0.0	0.0	0.125
	woodwork	Woodworking	0.625	0.3125	0.28125	0.28125	0.28125	0.8125
	child develop	Child development	0.0	0.15625	0.0	0.84375	0.28125	0.125
	inform technolog	IT	0.3125	0.28125	0.25	0.5625	0.625	0.53125
	forens	Forensics	0.34375	0.78125	0.84375	0.59375	0.78125	0.625
	vocat technolog	vocational tech	0.6875	0.78125	0.4375	0.40625	0.21875	0.59375
	class benefit interest	some classes for my own benefit/interests	0.5625	0.5625	0.5	0.34375	0.40625	0.65625
	sport trainer	Sports trainer	0.375	0.8125	0.4375	0.9375	0.625	0.5
	comput	computing	0.03125	0.09375	0.15625	0.3125	0.1875	0.5
	motion graphic	Motion Graphics	0.21875	0.3125	0.96875	0.75	0.5625	0.21875
	dekalb high school	Dekalb High school 	0.34375	0.34375	0.46875	0.5	0.5	0.40625
	medic imag	Medical imaging	0.0	0.6875	0.25	0.59375	0.40625	0.375
	automot paint	Automotive painting 	0.3125	0.3125	0.875	0.21875	0.65625	0.25
	web design	web design	0.125	0.5	0.375	0.34375	0.25	0.3125
	emerg medic	Emergency medical 	0.15625	0.875	0.53125	1.0	0.0625	0.0
	teacher	teacher	0.28125	0.65625	0.71875	0.1875	0.625	0.46875
	fashion merchandis	Fashion Merchandising	0.0625	0.59375	0.53125	0.59375	0.71875	0.21875
	inform technolog	Information Technology	0.125	0.0625	0.15625	0.625	0.1875	0.9375
	technolog	Technology	0.15625	0.1875	0.1875	0.21875	0.03125	0.46875
	inform technolog	IT	0.6875	0.28125	0.46875	0.53125	0.75	0.6875
	culianri	Culianry	0.15625	0.21875	0.0625	0.5625	0.28125	0.28125
	forens	FORENSICS	0.125	0.875	0.65625	0.3125	0.0625	0.0
	inform technolog	Information Technology	0.65625	0.40625	0.21875	0.0625	0.375	0.1875
	interdisplincinari	INTERDISPLINCINARY 	0.1875	0.28125	0.28125	0.84375	0.375	0.0
	inform technolog	information technology	0.34375	0.40625	0.5	0.78125	0.40625	0.21875
	design	Design	0.0	0.71875	0.78125	0.4375	0.09375	0.03125
	física e psicologia	Física e Psicologia	0.25	0.21875	0.5	0.21875	0.09375	0.0
	design	Design 	0.125	0.09375	0.25	0.375	0.15625	0.125
	nutrit	Nutrition	0.09375	0.46875	0.53125	0.71875	0.4375	0.375
	steam	STEAM	0.34375	0.9375	0.5625	0.34375	0.3125	0.5625
	interior design	Interior Design	0.1875	0.0625	0.5	0.75	0.25	0.59375
	theatr	Theatre	0.0625	0.4375	0.65625	0.78125	0.125	0.03125
	biotech	biotech	0.1875	0.8125	0.5625	0.65625	0.5625	0.5625
	cyber secur	cyber security	0.6875	0.65625	0.5	0.59375	0.53125	0.53125
	rehab servic	Rehab services 	0.1875	0.4375	0.96875	1.0	0.3125	0.125
	languag teacher	Languages teacher	0.3125	0.6875	0.53125	0.8125	0.28125	0.15625
	entrepreneur	Entrepreneur	0.375	0.1875	0.5	0.625	0.875	0.65625
	kinesiolog	Kinesiology	0.0	0.03125	0.46875	0.90625	0.65625	0.15625
	liber	Liberal studies	0.0625	0.34375	0.53125	0.78125	0.40625	0.34375
	teach	TEACHING	0.28125	0.4375	0.65625	0.84375	0.8125	0.46875
	entrepreneurship	Entrepreneurship	0.0	0.0	0.0625	0.375	0.46875	0.0
	construct	construction	0.0625	0.25	0.25	0.125	0.125	0.0
	architetur technolog	architetural technology	0.46875	0.34375	0.21875	0.4375	0.1875	0.71875
	weld	welding	0.1875	0.3125	0.0625	0.0	0.03125	0.03125
	athlet train	Athletic Training	0.25	0.625	0.5	0.53125	0.40625	0.4375
	industri design	Industrial Design	0.34375	0.65625	0.5	0.0	0.0	0.0
	militar	Militar	0.1875	0.0625	0.28125	0.125	0.03125	0.21875
	write	Writing	0.125	0.21875	0.625	0.375	0.09375	0.25
	inform technolog	Information technology	0.46875	0.34375	0.25	0.34375	0.375	0.5625
	visual cultur	visual culture	0.1875	0.6875	0.71875	0.71875	0.40625	0.15625
	culinari	Culinary	0.5625	0.34375	0.40625	0.8125	0.53125	0.34375
	radiolog	radiology	0.0	0.75	0.0625	0.9375	0.625	0.46875
	pharmaci	Pharmacy	0.15625	0.875	0.90625	0.84375	0.71875	0.40625
	psicologia	psicologia	0.03125	0.25	0.5625	0.625	0.375	0.21875
	landscap	landscaping	0.5	0.25	0.21875	0.0625	0.125	0.1875
	theatric	Theatrics	0.125	0.40625	0.875	0.6875	0.21875	0.0625
	bioinformat	Bioinformatics	0.03125	0.53125	0.46875	0.3125	0.375	0.125
	pedagogi	Pedagogy	0.0	0.25	0.3125	0.25	0.40625	0.0
	n	N/a	0.5	1.0	0.53125	0.53125	0.375	0.375
	multimedia technolog	Multimedia Technology	0.1875	0.4375	0.625	1.0	1.0	0.65625
	rehabilit servic	Rehabilitation Services	0.09375	0.34375	0.15625	0.96875	0.46875	0.4375
	rehab	Rehab	0.09375	0.4375	0.46875	0.96875	0.3125	0.09375
	media inform	Media and Information	0.09375	0.28125	0.40625	0.34375	0.03125	0.125
	fashion merchandis	Fashion Merchandising 	0.0625	0.375	0.375	0.59375	0.625	0.0
	dietet	Dietetics	0.59375	0.75	0.46875	1.0	0.65625	0.34375
	buis	buisness	0.1875	0.34375	0.5	0.40625	0.59375	0.40625
	sport	sport	0.4375	0.4375	0.28125	0.53125	0.3125	0.40625
	medic illustr	medical illustration	0.09375	0.59375	0.5	0.40625	0.125	0.0
	rehabilit servic	Rehabilitation Services	0.0	0.4375	0.03125	0.6875	0.0625	0.15625
	islam reveal knowledg	Islamic revealed knowledge	0.4375	0.6875	0.53125	0.875	0.40625	0.53125
	inform technolog	information technology	0.46875	0.3125	0.5	0.65625	0.03125	0.375
	colleg transfer	College Transfer	0.53125	0.3125	0.65625	0.59375	0.78125	0.5625
	medic assist	Medical assistant	0.0	0.53125	0.4375	0.8125	0.46875	0.15625
	suppli chain	supply chain	0.09375	0.03125	0.4375	0.25	0.40625	0.28125
	media	Media studies 	0.5625	0.40625	0.6875	0.65625	0.78125	0.125
	inform technolog	IT	0.5625	0.25	0.5625	0.40625	0.5625	0.65625
	compar literari cultur	Comparative Literary and Cultural Studies	0.21875	0.53125	0.8125	0.6875	0.125	0.0
	youth famili ministri	Youth and Family Ministry	0.03125	0.625	0.3125	0.625	0.03125	0.03125
	univers	Universe	0.09375	0.59375	0.40625	0.625	0.25	0.25
	hospit	hospitality	0.03125	0.0	0.0	0.28125	0.3125	0.25
	librarian	Librarian	0.15625	0.75	0.6875	0.5625	0.25	0.0625
	biomed	Biomedical 	0.125	0.71875	0.0625	0.21875	0.0	0.125
	cardiovascular technolog	Cardiovascular Technology	0.0	0.78125	0.1875	0.28125	0.03125	0.0625
	environment conservatio	Associate Degree in Environmental Conservatio	0.53125	0.71875	1.0	0.875	0.71875	0.3125
	languag	Languages	0.3125	0.75	0.6875	0.59375	0.53125	0.25
	auto technician	Auto Technician	0.6875	0.3125	0.1875	0.71875	0.40625	0.625
	undecid	undecided	0.1875	0.25	0.3125	0.5625	0.46875	0.59375
	teach	Teaching	0.0	0.4375	0.78125	0.53125	0.0625	0.09375
	paralleg	Parallegalism 	0.28125	0.59375	0.84375	0.9375	0.84375	0.875
	polit	Politics 	0.0625	0.125	0.4375	0.59375	0.5	0.4375
	travel tourism	Travel & Tourism	0.34375	0.5	0.59375	0.84375	0.3125	0.6875
	languag	Language	0.59375	0.75	0.625	0.59375	0.59375	0.5625
	pharmaci	pharmacy	0.1875	0.71875	0.78125	0.75	0.53125	0.28125
	american	Interdisciplinary American Studies	0.25	0.3125	0.21875	0.53125	0.21875	0.09375
	undecid	undecided	0.28125	0.59375	0.0625	0.65625	0.25	0.59375
	undeclar	undeclared	0.40625	0.5625	0.40625	0.4375	0.5625	0.59375
	environment	Environmental Studies	0.28125	0.84375	0.15625	0.59375	0.34375	0.25
	ministri	Ministry	0.46875	0.3125	0.46875	0.875	0.375	0.34375
	undecid	Undecided	0.0625	0.625	0.71875	0.9375	0.5625	0.5
	vetran	vetran 	0.09375	0.375	0.5625	0.75	0.6875	0.375
	therapi	Therapy	0.59375	0.65625	0.46875	0.71875	0.5	0.75
	cyber secur	cyber security	0.71875	0.71875	0.53125	0.65625	0.5625	0.65625
	rehabilit servic	rehabilitation services	0.3125	0.71875	0.75	0.9375	0.6875	0.53125
	rehab deaf	Rehab in deaf studies 	0.25	0.25	0.9375	0.875	0.34375	0.375
	rehabilit servic	Rehabilitation services 	0.25	0.59375	0.4375	0.75	0.53125	0.625
	washington colleg	Washington College 	0.0	0.0	0.1875	0.375	0.0	0.0
	bm	BM	0.5625	0.5625	0.8125	0.75	0.4375	0.5
	comput technolog program	Computer technology/Programming	0.625	0.6875	0.75	0.4375	0.1875	0.21875
	design	Design	0.375	0.84375	0.625	0.5	0.375	0.40625
	suppli chain	Supply Chain	0.5625	0.53125	0.65625	0.65625	0.34375	0.75
	rehabilit servic	Rehabilitation services	0.09375	0.5625	0.46875	0.78125	0.4375	0.15625
	design	Design	0.5625	0.5	0.59375	0.75	0.53125	0.3125
	rehab	rehab	0.125	0.09375	0.0	1.0	0.125	0.0625
	kinesiolog	Kinesiology 	0.0625	0.65625	0.59375	0.96875	0.46875	0.21875
	aviat	Aviation	0.625	0.71875	0.53125	0.71875	0.34375	0.40625
	urban plan	Urban Planning	0.78125	0.84375	1.0	0.6875	0.46875	0.59375
	medic	medical	0.0	0.21875	0.0	0.5	0.375	0.09375
	travel tourism	Travel and Tourism	0.15625	0.125	0.71875	0.78125	0.5	0.5
	speech patholog	Speech pathology	0.0625	0.3125	0.0625	0.28125	0.15625	0.0
	mechan	mechanics	0.84375	0.25	0.15625	0.25	0.03125	0.0
	eec	EECS	0.0	0.5625	0.46875	0.40625	0.15625	0.09375
	aviat	Aviation	0.0625	0.03125	0.5625	0.28125	0.34375	0.09375
	undeclar	undeclared	0.34375	0.6875	0.375	0.6875	0.34375	0.59375
	commmerc	commmerce	0.0625	0.0	0.09375	0.5625	0.53125	0.0625
	leadership	leadership	0.15625	0.15625	0.90625	0.84375	0.625	0.125
	hospit	Hospitality	0.46875	0.21875	0.625	0.9375	0.78125	0.5
	kinesiolog	Kinesiology 	0.15625	0.15625	0.3125	0.5625	0.53125	0.15625
	buis	buisness	0.34375	0.625	0.28125	0.65625	0.53125	0.5625
	electr mainten	Electrical Maintenance	0.3125	0.25	0.28125	0.25	0.40625	0.3125
	hostpit	hostpitality	0.3125	0.625	0.3125	0.46875	0.53125	0.28125
	sport coach	sport coaching 	0.53125	0.4375	0.59375	0.59375	0.65625	0.625
	akauntan	akauntan	0.125	0.3125	0.21875	0.84375	0.8125	1.0
	nutrit	nutrition	0.0	0.625	0.1875	0.5	0.0625	0.0625
	multimedia	Multimedia	0.21875	0.25	0.78125	0.1875	0.59375	0.375
	cna	CNA	0.28125	0.125	0.34375	0.65625	0.75	0.125
	asian	asian studies	0.59375	0.53125	0.8125	0.28125	0.28125	0.5625
	urban	Urban Studies	0.0	0.09375	0.65625	0.46875	0.25	0.0
	undeclar	undeclared	0.4375	0.53125	0.53125	0.6875	0.59375	0.34375
	undecid	undecided	0.3125	0.625	0.34375	0.65625	0.53125	0.1875
	multimedia	Multimedia	0.6875	0.65625	0.375	0.5	0.46875	0.75
	translatiom	Translatiom	0.21875	0.40625	1.0	0.9375	0.46875	0.03125
	intellig oper	Intelligence Operations	0.4375	0.625	0.6875	0.5625	0.15625	0.0625
	mexican american	Mexican American Studies	0.0	0.40625	0.84375	0.5	0.3125	0.0
	biomed	Biomedical	0.0625	0.53125	0.125	0.4375	0.0625	0.0
	inform technolog	IT	0.21875	0.125	0.65625	0.34375	0.34375	0.5625
	scandinavian languag	Scandinavian languages	0.125	0.65625	0.9375	0.625	0.53125	0.0
	textil merchandis	Textile Merchandising	0.4375	0.0625	0.8125	0.875	0.75	0.5
	design	Design	0.15625	0.46875	0.75	0.28125	0.5	0.03125
	child develop famili	Child Development and Family Studies	0.03125	0.4375	0.5625	0.875	0.40625	0.1875
	cyber secur	Cyber Security	0.25	0.40625	0.5	0.5625	0.65625	0.6875
	mycolog	mycology	0.0625	0.40625	0.28125	0.0625	0.0	0.0
	data analyt	Data Analytics	0.03125	0.5625	0.3125	0.0625	0.03125	0.96875
	inform technolog	it	0.3125	0.46875	0.59375	0.65625	0.5625	0.375
	electron	electronics	0.4375	0.46875	0.53125	0.5625	0.375	0.21875
	medic doctor	medical doctor	0.53125	0.96875	0.9375	0.84375	0.4375	0.3125
	vet	pre vet	0.34375	0.6875	0.46875	0.46875	0.25	0.4375
	teach	Teaching	0.0	0.03125	0.03125	0.03125	0.125	0.0
	teach	Teaching	0.0	0.25	0.125	0.71875	0.5625	0.59375
	earli childhood develop	early childhood development	0.0	0.21875	0.34375	0.5625	0.3125	0.0
	sistema de informação	sistemas de informação	0.28125	0.0	0.0	0.53125	0.375	0.71875
	comput scientist	Computer Scientist	0.3125	0.53125	0.6875	0.28125	0.3125	0.4375
	child develop	child development	0.0	0.1875	0.03125	0.96875	0.4375	0.1875
	occup therapi	occupational therapy	0.15625	0.8125	0.46875	0.96875	0.25	0.0
	magement	magement	0.0	0.5625	0.875	0.1875	1.0	0.125
	social	Social Studies	0.125	1.0	0.625	0.84375	0.40625	0.375
	hpe	HPE	0.15625	0.53125	0.5	0.875	0.09375	0.0
	undecid	undecided	0.65625	0.4375	0.15625	0.84375	0.34375	0.09375
	plan	planning	0.46875	0.5	0.53125	0.4375	0.4375	0.5
	kinesilog	Kinesilogy	0.59375	0.6875	0.4375	0.96875	0.75	0.875
	machin	Machining	0.71875	0.40625	0.28125	0.6875	0.15625	0.21875
	environment polici	Environmental policy	0.09375	0.46875	0.5	0.59375	0.34375	0.28125
	broadcast	Broadcasting	0.71875	0.71875	0.84375	0.8125	0.65625	0.625
	film	Film	0.25	0.4375	0.40625	0.65625	0.25	0.6875
	pharmaci technolog	Pharmacy tech	0.4375	0.78125	0.1875	0.71875	0.75	0.59375
	real estat	Real Estate	0.5	0.5	0.40625	0.5	0.5	0.4375
	languag	Languages	0.625	1.0	1.0	0.90625	0.6875	0.21875
	hospit	Hospitality	0.1875	0.75	0.4375	0.46875	0.40625	0.34375
	kinesiolog	kinesiology	0.6875	0.6875	0.5	0.0625	0.03125	0.09375
	communiti region develop	Community & Regional Development	0.1875	0.40625	0.5625	0.8125	0.59375	0.375
	automot	automotize	0.875	0.25	0.46875	0.28125	0.15625	0.15625
	environ develop	Environment and Development	0.3125	0.8125	0.53125	0.65625	0.5	0.28125
	project mgt	Project Mgt	0.0	0.0	0.125	0.1875	0.125	0.125
	nutrit	Nutrition	0.25	0.375	0.8125	0.78125	0.78125	0.125
	social welfar	Social Welfare	0.09375	0.4375	0.59375	0.5	0.1875	0.5625
	interior design	Interior Design	0.09375	0.84375	0.75	0.90625	0.0625	0.34375
	touriam	touriam	0.03125	0.3125	0.28125	0.40625	0.46875	0.0625
	tourism	Tourism	0.40625	0.1875	0.6875	0.875	0.75	0.59375
	theatr danc	theatre/dance	0.40625	0.53125	0.5	0.6875	0.25	0.8125
	environment	environmental studies	0.09375	0.65625	0.28125	0.46875	0.34375	0.125
	hospit	hospitality 	0.5	0.71875	0.40625	0.59375	0.59375	0.21875
	fashion design	fashion designer	0.6875	1.0	0.96875	0.90625	0.84375	0.8125
	automot	automotive	1.0	0.0	0.1875	0.0	0.0	0.03125
	product design	product design	0.25	0.46875	0.375	0.53125	0.21875	0.1875
	dental	Pre-Dental	0.0625	0.53125	0.03125	0.71875	0.21875	0.0625
	interact multimedia design	Interactive Multimedia Design	0.25	0.625	0.375	0.4375	0.4375	0.625
	design	design	0.0	0.28125	0.40625	0.21875	0.21875	0.0
	undeclar	undeclared 	0.0625	0.6875	0.09375	0.3125	0.0	0.0
	inform tecnolog	Information Tecnology	0.1875	0.0	0.0625	0.09375	0.28125	0.78125
	tourism	Tourism	0.03125	0.125	0.34375	0.53125	0.625	1.0
	interior design	Interior Design 	0.25	0.5625	0.75	0.21875	0.28125	0.34375
	super slav	BEING SUPER SLAV!!!!!!!	0.46875	0.625	0.40625	0.125	0.1875	0.0
	physiotherapi	physiotherapy	0.65625	0.5625	0.5625	0.59375	0.71875	0.78125
	dentistri	dentistry	0.09375	0.90625	0.53125	0.40625	0.125	0.1875
	preoptometri	PreOptometry 	0.34375	0.8125	0.5	0.71875	0.46875	0.25
	comput	computers	0.25	0.4375	0.28125	0.3125	0.4375	0.46875
	hospit	hospitality	0.4375	0.375	0.625	0.4375	0.59375	0.28125
	kinesiolog	Kinesiology	0.25	0.6875	0.1875	0.5625	0.25	0.09375
	psyc	psyc	0.25	0.40625	0.3125	0.59375	0.34375	0.28125
	languag	Languages	0.375	0.90625	0.71875	0.625	0.09375	0.03125
	pe	Major in p.e	0.34375	0.3125	0.4375	0.78125	0.34375	0.46875
	inform technolog	information technology	0.0625	0.0	0.125	0.0	0.0	0.53125
	hospit tourism	Hospitality & Tourism	0.28125	0.40625	0.3125	0.28125	0.5	0.5
	environment	Environmental studies 	0.21875	0.875	0.78125	0.59375	0.09375	0.28125
	fashion design	fashion designer	0.28125	0.15625	0.3125	0.40625	0.6875	0.46875
	med	pre-med	0.1875	0.78125	0.21875	0.3125	0.125	0.125
	interior design	INTERIOR DESIGN	0.1875	0.375	0.5625	0.53125	0.375	0.1875
	aviat technolog	Aviation Technology	0.6875	0.75	0.21875	0.28125	0.3125	0.78125
	undecid idea	undecided(I have no idea about this)	0.4375	0.59375	0.625	0.71875	0.59375	0.4375
	american	American Studies	0.03125	0.0625	0.0625	0.53125	0.0625	0.25
	medic technolog	Medical technology	0.3125	0.6875	0.71875	0.5625	0.625	0.15625
	physiotherapi	Physiotherapy 	0.28125	0.5625	0.5625	0.46875	0.1875	0.21875
	medic	Medical 	0.03125	0.1875	0.125	0.75	0.375	0.0
	event mnagement	Event Mnagement	0.15625	0.28125	0.8125	0.71875	0.53125	0.09375
	tourism	tourism	0.15625	0.03125	0.3125	0.40625	0.4375	0.4375
	network	networking	0.46875	0.4375	0.5625	0.5	0.21875	0.1875
	kinesiolog	kinesiology	0.3125	0.40625	0.28125	0.40625	0.0	0.0
	undecid	undecided	0.34375	0.25	0.625	0.40625	0.25	0.21875
	inform technolog	Information Technology	0.15625	0.34375	0.6875	0.40625	0.53125	0.375
	medic technolog	medical technology	0.1875	0.75	0.4375	0.15625	0.40625	0.125
	dermatologist	dermatologist	0.40625	0.84375	0.75	0.8125	0.78125	0.75
	psychotherapi	Psychotherapy	0.59375	0.78125	0.90625	1.0	0.21875	0.09375
	anim	Animation	0.0625	0.0625	0.34375	0.34375	0.03125	0.1875
	polit	Politics	0.0625	0.0625	0.21875	0.28125	0.4375	0.28125
	osteopathi	Osteopathy 	0.40625	0.78125	0.21875	0.78125	0.28125	0.28125
	cybernet	Cybernetics	0.28125	0.78125	0.5	0.75	0.125	0.0625
	undecid	undecided	0.0	0.15625	0.5	0.34375	0.09375	0.0
	film product	Film Production	0.3125	0.125	0.875	0.6875	0.46875	0.1875
	famili	Family Studies	0.0625	0.0625	0.0	0.75	0.125	0.15625
	famili	Family Studies	0.25	0.1875	0.375	0.90625	0.4375	0.125
	inform technolog	IT	0.0	0.09375	0.25	0.03125	0.3125	0.59375
	famili	Family Studies 	0.0	0.0	0.0625	0.375	0.125	0.15625
	inform technolog	information technology	1.0	0.75	0.625	0.9375	0.875	1.0
	famili	Family Studies	0.0	0.0	0.15625	0.8125	0.03125	0.0625
	na	na	0.53125	0.59375	0.59375	0.5625	0.5625	0.5
	anim	Animation	0.1875	0.5	0.71875	0.5	0.1875	0.0
	danc	dance	0.0	0.03125	0.6875	0.5625	0.46875	0.25
	anim	Animal studies	0.125	0.8125	0.125	0.625	0.4375	0.4375
	theater	Theater	0.21875	0.59375	0.78125	0.8125	0.625	0.0625
	brew distil	brewing and distilling	0.53125	0.5	0.15625	0.125	0.5	0.25
	child develop	child development	0.0	0.09375	0.0	0.75	0.09375	0.09375
	translat	Translation	0.1875	0.375	0.5	0.3125	0.1875	0.625
	famili	Family Studies	0.40625	0.28125	0.125	0.84375	0.65625	1.0
	nutrit	Nutrition	0.53125	0.75	0.59375	0.625	0.25	0.4375
	texil	Texiles	0.1875	0.09375	0.59375	0.65625	0.71875	0.34375
	kinesiolog	Kinesiology	0.65625	0.75	0.5625	0.34375	0.1875	0.25
	comput	Computing	0.625	1.0	0.78125	0.375	0.34375	0.59375
	rtvf	RTVF	0.15625	0.78125	0.8125	0.71875	0.34375	0.03125
	georg mason	George Mason university 	0.34375	0.15625	0.46875	0.75	0.40625	0.53125
	fashion apparel	Fashion Apparel	0.375	0.03125	0.8125	0.78125	0.75	0.25
	medic technolog	Medical Technology	0.0	0.75	0.46875	0.40625	0.03125	0.0625
	ota	ota	0.03125	0.125	0.8125	0.71875	0.5	0.25
	polit	Politics	0.34375	0.5	0.46875	0.65625	0.40625	0.40625
	pharmaci	Pharmacy	0.5625	0.71875	0.25	0.46875	0.46875	0.46875
	biblic	BIBLICAL STUDIES	0.53125	0.03125	0.46875	0.375	0.25	0.375
	medic assist	Medical Assistance 	0.0	0.125	0.0	0.75	0.0	0.125
	hindi	Hindi	0.53125	0.59375	0.6875	0.75	0.625	0.65625
	medic assist	Medical Assistant	0.09375	0.65625	0.0	0.5625	0.0625	0.0
	teach	teaching	0.0	0.09375	0.0625	0.5	0.0	0.09375
	famili	Family Studies 	0.125	0.71875	0.59375	0.8125	0.40625	0.125
	sustain	sustainability	0.03125	0.71875	0.40625	0.5625	0.0625	0.1875
	comput technolog	Computer Technology	0.34375	0.875	0.75	0.75	0.34375	0.625
	rehabilit	rehabilitation	0.0	0.78125	0.59375	0.65625	0.0625	0.375
	drama	drama	0.0	0.125	0.6875	0.625	0.4375	0.03125
	physiatrist	physiatrist	0.6875	0.65625	0.625	0.65625	1.0	0.8125
	anyth	anything	0.65625	0.625	0.5625	0.5625	0.4375	0.65625
	medic technolog	medical technology	0.59375	0.875	0.375	0.125	0.6875	0.25
	kinesiolog	Kinesiology 	0.03125	0.0	0.0	0.1875	0.0625	0.0
	med	Pre-Med	0.4375	1.0	1.0	1.0	0.90625	0.875
	cinema	Cinema	0.15625	0.34375	0.75	0.90625	0.53125	0.09375
	child develop	Child Development	0.0625	0.5	0.625	0.75	0.53125	0.125
	medic assist	Medical Assisting	0.0625	0.71875	0.0	0.84375	0.09375	0.1875
	food technolog	Food technology	0.46875	0.96875	0.28125	0.65625	0.40625	0.3125
	design	DESIGNER 	0.40625	0.5625	0.1875	0.3125	0.1875	0.1875
	horticultur	HORTICULTURE	0.40625	0.875	0.25	0.84375	0.5625	0.78125
	polit	Politics	0.0	0.40625	0.84375	0.46875	0.5625	0.09375
	undeclar	Undeclared 	0.5625	0.5625	0.75	0.375	0.28125	0.4375
	undecid	Undecided	0.3125	0.78125	0.96875	0.5625	0.71875	0.25
	design	design	0.0625	0.125	0.3125	0.6875	0.28125	0.1875
	famili	Family Studies 	0.0	0.0625	0.03125	0.375	0.0	0.0
	med	pre-med	0.09375	0.40625	0.0	0.34375	0.0625	0.125
	teach	Teaching 	0.0	0.59375	0.0625	0.3125	0.375	0.03125
	undeclar	Undeclared	0.125	0.5625	0.28125	0.59375	0.0625	0.40625
	teach	Teaching 	0.15625	0.125	0.28125	0.84375	0.40625	0.0
