Realistic	Investigative	Artisitc	Social	Enterprising	Conventional	College Major
0.25	0.6875	0.625	0.375	0.40625	0.3125	English
0.0	0.0625	0.3125	0.75	0.125	0.0	Psychology 
0.03125	0.1875	0.21875	0.84375	0.59375	0.15625	Education
0.15625	0.71875	0.65625	0.71875	0.15625	0.0	Education
0.03125	0.3125	0.0	0.75	0.03125	0.0	Liberal Arts
0.0625	0.90625	0.0625	0.1875	0.3125	0.15625	criminal justice
0.21875	0.625	0.34375	0.875	0.21875	0.3125	Psychology
0.53125	0.46875	0.71875	0.71875	0.5	0.46875	English
0.25	0.46875	0.46875	0.28125	0.4375	0.25	English (writing), Computer Science
0.21875	0.59375	0.90625	0.59375	0.8125	0.625	Business 
0.21875	0.15625	0.71875	0.6875	0.5625	0.15625	Psychology
0.21875	0.75	0.5	0.375	0.40625	0.3125	International Business
0.375	0.15625	0.375	0.46875	0.53125	0.90625	Cybersecurity
0.125	0.375	0.78125	0.65625	0.25	0.0625	HIstory
0.21875	0.46875	0.59375	0.5	0.5	0.5625	Psychology
0.375	0.375	0.65625	0.6875	0.625	0.34375	Electrical Electronic Engineering
0.4375	0.53125	0.3125	0.75	0.4375	0.59375	Psychology
0.09375	0.5625	0.75	1.0	0.875	0.90625	general studies
0.8125	0.875	0.59375	0.90625	0.8125	0.8125	medicine
0.75	1.0	0.96875	1.0	0.59375	0.75	Music Education
0.09375	0.3125	0.375	0.53125	0.4375	0.78125	Information Engineering
0.46875	0.40625	0.59375	0.625	0.65625	0.53125	ECONOMIC
0.25	0.6875	0.78125	0.5625	0.40625	0.25	computer systems
0.34375	0.75	0.65625	0.71875	0.3125	0.28125	communication
0.6875	0.875	0.21875	0.3125	0.21875	0.375	Electrical Engineering
0.34375	0.625	0.75	0.40625	0.28125	0.25	Linguistics
0.59375	0.75	0.59375	0.3125	0.5625	0.28125	civil engineering
0.1875	0.6875	0.5625	0.625	0.4375	0.5	Computer science and math
0.0625	0.1875	0.25	0.25	0.0625	0.0625	Aged care
0.34375	0.375	0.59375	0.65625	0.5625	0.28125	psychology
0.09375	0.65625	0.625	0.8125	0.34375	0.5	Education 
0.5	0.28125	0.46875	0.5	0.21875	0.25	mechatronics engineering
0.40625	0.65625	0.28125	0.5	0.46875	0.34375	Information studies
0.53125	0.6875	0.59375	0.90625	0.375	0.40625	Geology
0.125	0.1875	0.03125	0.59375	0.4375	0.53125	Psychology
0.25	0.5625	0.75	0.78125	0.5	0.09375	Communication & Psychology
0.0	0.3125	0.5	0.875	0.5	0.53125	Business/Organizational Leadership
0.5625	0.8125	0.8125	0.4375	0.5	0.34375	Business
0.15625	0.90625	0.4375	0.59375	0.4375	0.5	Psychology
0.0625	0.25	0.375	0.5625	0.1875	0.28125	Dietetics
0.3125	0.03125	0.0625	0.15625	0.375	0.46875	Civil Engineering
0.15625	0.28125	0.5	0.59375	0.78125	0.75	politics
0.0625	0.78125	0.90625	0.96875	0.9375	0.21875	Business
0.375	0.59375	0.5625	0.75	0.25	0.03125	history
0.03125	0.8125	0.5625	0.71875	0.34375	0.0625	Education
0.6875	0.375	0.71875	0.65625	0.5625	1.0	management
0.1875	0.71875	0.90625	0.84375	0.46875	0.1875	social working
0.28125	0.09375	0.875	0.65625	0.09375	0.03125	theater
0.28125	0.875	0.59375	0.46875	0.375	0.46875	Economics
0.0	0.0	0.375	0.5	0.0625	0.1875	Sociology
0.625	0.4375	0.1875	0.78125	0.5625	0.75	Accounting
0.34375	0.78125	0.8125	0.59375	0.21875	0.53125	English
0.0625	0.125	0.1875	0.78125	0.15625	0.1875	Business
0.125	0.6875	0.53125	0.5625	0.125	0.0625	political science
0.375	0.5	0.90625	0.78125	0.71875	0.25	English literature
1.0	1.0	1.0	1.0	1.0	1.0	Commerce
0.1875	0.4375	0.3125	0.71875	0.65625	0.3125	psychology
0.28125	0.125	0.84375	0.5625	0.46875	0.3125	Music and Library Science
0.8125	0.875	0.96875	1.0	0.84375	0.71875	Human Resource
0.0625	0.40625	0.34375	0.71875	0.46875	0.34375	BIOLOGY
0.15625	0.3125	0.375	0.625	0.5625	0.4375	hotel/restaurant mgmt
0.15625	0.65625	0.0	0.5	0.15625	0.03125	psychology
0.375	0.15625	0.25	0.53125	0.5	0.4375	hospitality
0.21875	0.59375	0.28125	0.625	0.15625	0.125	Counseling
0.53125	0.71875	0.90625	0.75	0.71875	0.5	computer engineering
0.0	0.125	0.5	0.6875	0.59375	0.40625	Graphic designer 
0.125	0.4375	0.6875	0.71875	0.5	0.125	Linguistics and Semiology
0.15625	0.15625	0.03125	0.25	0.21875	0.625	Mathematics
0.0	0.125	0.09375	0.3125	0.0	0.0	psychology
0.0625	0.53125	0.125	0.90625	0.5625	0.375	Psychology and Elementary Education
0.0	0.4375	0.03125	0.875	0.625	0.375	Psychology and Elementary Education
0.21875	0.1875	0.5625	0.71875	0.84375	0.96875	BIS
0.4375	0.75	0.34375	0.84375	0.21875	0.21875	Respiratory Therapy
0.0625	0.875	0.53125	1.0	0.59375	0.46875	Psychology 
0.15625	0.78125	0.46875	0.59375	0.4375	0.34375	Education
0.4375	0.625	0.84375	0.625	0.5625	0.375	Media
0.15625	0.5	0.40625	0.25	0.1875	0.0	psychology
0.34375	0.75	0.3125	0.5625	0.21875	0.3125	Biology
0.0	0.5625	0.1875	0.6875	0.34375	0.34375	medical assistant
0.5625	0.5	0.5	0.5625	0.5	0.5	Computer network
0.75	0.875	0.9375	0.9375	0.84375	0.71875	Computer information
0.5625	0.875	0.75	0.875	0.5	0.375	Law
0.4375	0.5625	0.4375	0.8125	0.53125	0.625	HRD
0.0	0.21875	0.09375	0.625	0.125	0.0625	psychology
0.46875	0.875	0.5625	0.4375	0.09375	0.1875	mechanical engineering
0.0625	0.78125	0.59375	0.84375	0.25	0.40625	Nursing
0.0625	0.5	0.0625	0.59375	0.34375	0.40625	Psychology
0.3125	0.46875	0.5625	0.6875	0.625	0.46875	Psychology
0.125	0.40625	0.78125	0.59375	0.1875	0.0	Communication Studies
0.09375	0.28125	0.03125	0.34375	0.15625	0.3125	Industrial Engineering 
0.03125	0.46875	0.40625	0.0	0.15625	0.0	Illustration
0.0625	0.21875	0.1875	0.28125	0.15625	0.21875	Law
0.21875	0.65625	0.78125	0.65625	0.4375	0.28125	General studies/AA
0.4375	0.75	0.46875	0.84375	0.53125	0.5625	PSYCHOLOGY
0.1875	0.0	0.0	0.71875	0.375	1.0	Commerce
0.78125	0.9375	0.875	0.6875	0.3125	0.6875	Electrical Engineering
0.5	0.90625	0.78125	0.375	0.3125	0.46875	Computer Engineering
0.1875	0.40625	0.0	0.59375	0.125	0.3125	Healthy
0.71875	0.65625	0.90625	0.875	0.625	0.28125	HR
0.3125	0.46875	0.25	0.46875	0.25	0.40625	medical
0.65625	0.0625	0.21875	0.53125	0.09375	0.0	Psychology
0.53125	0.6875	0.375	0.65625	0.1875	0.75	Business Admnistration
0.0625	0.03125	0.0625	0.15625	0.0625	0.0625	CONTABILIDADE
0.4375	0.3125	0.09375	0.46875	0.4375	0.59375	biochemistry
0.34375	0.65625	0.21875	0.40625	0.15625	0.84375	chemistry
0.0	0.125	0.3125	0.5625	0.65625	0.125	elementary education
0.0	0.0	0.0625	0.21875	0.21875	0.0625	Education
0.03125	0.09375	0.09375	0.40625	0.25	0.34375	Communication
0.0	0.71875	0.59375	0.59375	0.28125	0.0625	Nursing
0.1875	0.1875	0.0	0.625	0.0625	0.21875	psychology
0.0625	0.0625	0.125	0.875	0.28125	0.46875	MFT
0.0	0.96875	0.71875	0.90625	0.375	0.375	Social work
0.25	0.6875	0.5	0.65625	0.53125	0.4375	Communications 
0.34375	0.96875	0.75	0.78125	0.53125	0.1875	Business Management
0.53125	0.90625	0.1875	0.8125	0.4375	0.625	psychology
0.03125	0.09375	0.0	0.5	0.09375	0.21875	Political Science
0.1875	0.4375	0.25	0.875	0.90625	0.84375	Early Childhood Ed
0.125	0.0625	-0.125	0.40625	0.4375	0.90625	electronics and communication engineering 
0.0	0.4375	0.0	0.09375	0.0	0.0	Medicine
0.125	0.75	0.5625	0.625	0.0	0.1875	Psychology 
0.15625	0.78125	0.625	0.625	0.25	0.375	Psychology
0.03125	0.125	0.25	0.21875	0.4375	0.34375	Industrial and Labor Relations
0.0	0.71875	0.78125	0.75	0.0625	0.03125	Psychology
0.5	0.59375	0.5	0.625	0.4375	0.65625	Maritime technology 
0.0	0.59375	0.71875	0.8125	0.0	0.09375	psychology
0.21875	0.5	0.3125	0.65625	0.0625	0.53125	Psychology
0.15625	0.5625	0.3125	0.40625	0.28125	0.59375	psychology
0.15625	0.46875	0.40625	0.75	0.25	0.28125	education
0.40625	0.59375	0.8125	0.6875	0.4375	0.625	business marketing
0.5	0.375	0.75	0.75	0.25	0.875	Floral Design
0.21875	0.53125	0.65625	0.75	0.28125	0.21875	Psychology & Dance
0.34375	0.625	0.53125	0.75	0.5	0.21875	criminal justice
0.1875	0.84375	0.8125	0.3125	0.0625	0.125	Graphic Design
0.1875	0.40625	0.65625	0.875	0.625	0.625	Business Admin
0.0625	0.78125	0.78125	0.40625	0.1875	0.03125	Medicine
0.3125	0.15625	0.5625	0.53125	0.03125	0.21875	psychology
0.4375	0.65625	0.59375	0.6875	0.6875	0.375	Business management
0.28125	0.71875	0.4375	0.6875	0.34375	0.46875	biology
0.0625	0.0625	0.0	0.90625	0.46875	0.5	Counselling
0.59375	0.875	0.875	0.71875	0.53125	0.1875	Social Science
0.46875	0.8125	0.96875	0.875	0.375	0.40625	PSYCHOLOGY
0.34375	0.25	0.53125	0.59375	0.53125	0.3125	design + business
0.15625	0.65625	0.53125	0.78125	0.125	0.0625	psychology
0.09375	0.34375	0.3125	0.53125	0.53125	0.625	education
0.375	0.4375	0.40625	0.625	0.5625	0.59375	literature
0.40625	0.3125	0.5625	0.9375	0.65625	0.34375	law
0.03125	0.6875	0.46875	0.78125	0.0625	0.0	Psychology
0.46875	0.6875	0.78125	0.625	0.53125	0.59375	accounting, education
0.9375	0.65625	0.4375	0.40625	0.5625	0.71875	mechanical engineering
0.03125	0.15625	0.5625	0.625	0.65625	0.3125	sports science
0.65625	1.0	0.34375	0.1875	0.125	0.125	Computer science
0.53125	0.6875	0.40625	0.40625	0.53125	0.5625	Mechanical Engineering
0.59375	0.65625	0.3125	0.625	0.21875	0.5	social science
0.1875	0.4375	0.4375	1.0	0.71875	0.875	Human Resource Development
0.28125	0.46875	0.9375	0.65625	0.40625	0.15625	Psychology
0.15625	0.59375	0.8125	0.6875	0.15625	0.03125	Visual culture
0.65625	0.71875	0.21875	0.4375	0.375	0.3125	Media
0.5625	0.875	1.0	0.375	0.09375	0.03125	Microbiology
0.6875	0.84375	0.78125	0.84375	0.625	0.4375	psychology
0.1875	0.5625	0.96875	0.5625	0.3125	0.09375	Studio Art
0.53125	0.3125	0.53125	0.46875	0.75	0.75	Mathematics
0.46875	0.78125	0.59375	0.59375	0.40625	0.34375	Finance
0.46875	0.4375	0.90625	0.75	0.125	0.03125	Social Work
0.125	0.40625	0.5	0.90625	0.625	0.6875	psychology
0.125	0.6875	0.34375	0.5625	0.0625	0.125	psychology
0.03125	0.46875	0.9375	0.78125	0.1875	0.0	Psychology
0.0	0.71875	0.0	0.5	0.0	0.21875	psychology
0.96875	1.0	1.0	1.0	0.96875	0.96875	nursing
0.21875	0.1875	0.78125	0.75	0.25	0.1875	Business
0.15625	0.53125	0.21875	0.5	0.125	0.0	Communications
0.3125	0.96875	0.4375	0.34375	0.40625	0.3125	medicine
0.1875	0.03125	0.4375	0.75	0.5	0.375	Education of adult and human resources
0.53125	0.53125	0.0	0.5	0.09375	0.5625	Education
0.125	0.84375	0.4375	0.84375	0.46875	0.625	psychology
0.375	1.0	0.34375	0.5	0.46875	0.375	Biology
0.1875	0.9375	0.78125	0.625	0.15625	0.03125	biology
0.0	0.28125	0.6875	0.59375	0.4375	0.0625	Communications
0.46875	0.65625	0.28125	0.375	0.375	0.1875	Graphic Design
0.125	0.65625	0.625	0.40625	0.15625	0.15625	Art
0.03125	0.28125	0.78125	0.21875	0.09375	0.0625	Theatre
0.0625	0.78125	0.84375	0.8125	0.1875	0.0	information communication 
0.3125	0.875	0.875	0.46875	0.03125	0.03125	chemistry
0.0	0.3125	0.6875	0.21875	0.0	0.0	History
0.46875	0.125	0.5	0.0625	0.15625	0.4375	design
0.125	0.625	0.5625	0.5	0.21875	0.3125	sociology
0.0	0.59375	0.8125	0.9375	0.375	0.03125	International Politics and History
0.40625	0.25	0.28125	0.09375	0.5625	0.84375	English
0.125	0.40625	0.8125	0.59375	0.5625	0.03125	civil engineering
0.0	0.0	0.1875	0.09375	0.1875	0.0	Psychology
0.0	0.5	0.59375	0.375	0.21875	0.125	Geography
1.0	1.0	1.0	1.0	1.0	1.0	engineering
0.28125	0.40625	0.875	0.875	0.875	0.21875	Computer Science
0.46875	0.65625	0.59375	0.59375	0.375	0.21875	Tourism
0.125	0.5	0.625	0.53125	0.3125	0.25	Art
0.5	0.5	0.65625	0.75	0.8125	0.78125	HR
0.5	0.71875	0.5	0.59375	0.625	0.40625	Psychology 
0.09375	0.40625	0.53125	0.53125	0.4375	0.28125	political science
0.0	0.0	0.28125	0.3125	0.3125	0.0	psychology
0.6875	0.6875	0.65625	0.65625	0.5	0.65625	civil engineering
0.40625	0.0625	0.9375	0.59375	0.8125	0.625	Business and Management 
0.15625	0.625	0.71875	0.125	0.125	0.03125	Information Systems Technology
0.1875	0.0	0.21875	0.78125	0.6875	0.8125	human resources
0.03125	0.75	0.78125	0.84375	0.21875	0.125	psychology
0.3125	0.125	0.4375	0.8125	0.1875	1.0	Business
0.65625	0.5625	0.65625	0.5625	0.5	0.375	Architectural Design
0.375	0.71875	0.1875	0.65625	0.25	0.34375	psychology
0.125	0.78125	0.84375	0.90625	0.25	0.0	psychology
0.53125	0.25	0.40625	0.53125	0.40625	0.71875	Industrial Engineering
0.46875	0.5	0.78125	0.9375	0.6875	0.4375	kinesiology
0.03125	0.3125	0.09375	0.71875	0.25	0.71875	psychology
0.71875	0.28125	0.25	0.46875	0.21875	0.40625	Pharmacy
0.1875	0.40625	0.84375	0.625	0.46875	0.25	Education
0.40625	0.6875	0.53125	0.3125	0.125	0.375	psychology
0.1875	0.53125	0.5625	0.875	0.5	0.40625	hotel/restaurant administration
0.1875	0.5625	0.375	0.90625	0.4375	0.125	psychology
0.0	0.5	0.1875	0.34375	0.0625	0.625	Psychology
0.28125	0.5625	0.6875	0.625	0.1875	0.28125	Business Systems
0.4375	0.65625	0.8125	0.78125	0.625	0.3125	Communication
0.28125	0.71875	0.3125	0.65625	0.4375	0.40625	no
0.59375	0.6875	0.3125	0.4375	0.3125	0.40625	Philosophy, Politics, and Law
0.0	0.125	0.78125	0.6875	0.3125	0.0	History 
0.15625	0.6875	0.75	0.75	0.65625	0.40625	exercise science 
0.625	0.3125	0.1875	0.75	0.6875	0.40625	Business
0.4375	0.5	0.78125	0.71875	0.53125	0.375	industrial design
0.46875	0.21875	0.5	0.78125	0.21875	0.21875	English
0.25	0.40625	0.4375	0.34375	0.40625	0.25	psychology
0.75	0.625	0.5	0.96875	0.65625	0.75	Psychology 
0.0	0.21875	0.78125	0.625	0.15625	0.03125	English
0.125	0.09375	0.59375	0.78125	0.375	0.40625	Industrial psychology
0.40625	0.75	0.9375	0.84375	0.53125	0.28125	psychology
0.40625	0.65625	0.40625	0.71875	0.5	0.59375	Psychology 
0.0625	0.125	0.0625	0.4375	0.5625	0.78125	business
0.40625	0.71875	0.75	0.84375	0.5625	0.46875	pschology
0.03125	0.125	0.25	0.40625	0.09375	0.40625	financials
0.5	0.5625	0.46875	0.34375	0.375	0.5625	electronic engineering
0.28125	0.25	0.28125	0.25	0.59375	0.625	Marine engineering
0.53125	0.59375	0.1875	0.46875	0.3125	0.6875	3rd world development & envirnmental studies
0.5625	0.5	0.1875	0.4375	0.28125	0.75	3rd world development & envirnmental studies
0.0625	0.28125	0.59375	0.75	0.375	0.3125	Law
0.03125	0.375	0.5625	0.90625	0.5625	0.21875	Anthropology
0.0	0.1875	0.0	0.4375	0.0625	0.375	psychology
0.3125	0.6875	0.5	0.59375	0.4375	0.40625	Business management
0.34375	0.78125	0.5625	0.625	0.3125	0.34375	English
0.15625	0.6875	0.21875	0.6875	0.09375	0.28125	social science
-0.0625	0.4375	0.8125	0.6875	0.4375	0.125	psychology
0.5625	0.65625	0.78125	0.875	0.5	0.4375	Psychology
0.53125	0.96875	0.375	0.25	0.21875	0.21875	Electronics technology
0.21875	0.5	0.4375	0.5625	0.5625	0.375	psychology
0.40625	0.625	0.71875	0.625	0.0625	0.1875	psychology
0.25	0.65625	0.65625	0.75	0.46875	0.46875	Psychology
0.5625	0.96875	0.71875	0.9375	0.625	0.5	premed
0.125	0.25	0.03125	0.46875	0.6875	0.03125	Military Intelligence
0.0	0.375	0.28125	0.90625	0.4375	0.28125	Psychology
0.125	0.21875	0.65625	0.71875	0.71875	0.71875	Linguistics
0.40625	0.34375	0.40625	0.65625	0.53125	0.65625	Social Science
0.09375	0.8125	0.6875	0.90625	0.40625	0.5625	biology
0.375	0.46875	0.8125	0.78125	0.4375	0.125	Education
0.1875	0.59375	0.5625	0.59375	0.21875	0.53125	Biology
0.0	0.15625	0.59375	0.40625	0.0	0.3125	Liberal Arts
0.03125	0.71875	0.375	0.59375	0.125	0.0	Nursing
0.46875	0.34375	0.28125	0.71875	0.3125	0.6875	Finance
0.3125	0.65625	0.59375	0.59375	0.25	0.09375	Advertising and Public Relations
0.0625	0.8125	0.65625	0.75	0.1875	0.03125	health
0.71875	0.875	0.90625	0.9375	0.75	0.5	MBA
0.15625	0.75	0.34375	0.46875	0.4375	0.21875	law
0.0	0.6875	0.53125	0.21875	0.46875	0.46875	Political Science
0.59375	0.75	0.8125	0.8125	0.53125	0.46875	computer engineering
0.0	0.0625	0.125	0.5	0.25	0.25	Journalism
0.5	0.6875	0.6875	0.75	0.46875	0.28125	Psychology
0.125	0.53125	0.65625	0.25	0.6875	0.5	media
0.09375	0.65625	0.1875	0.0	0.03125	0.125	biology
0.0625	0.78125	0.375	0.84375	0.46875	0.40625	biology
0.09375	0.28125	0.78125	0.8125	0.28125	0.34375	Accounting
0.1875	0.0625	0.5	0.5	0.46875	0.34375	Finance
0.03125	0.28125	0.125	0.9375	0.5	0.375	Education
0.09375	0.8125	0.25	0.71875	0.21875	0.625	Asian Studies
0.0	0.75	0.375	0.21875	0.0625	0.0	biomedical science
0.375	0.03125	0.15625	0.28125	0.625	0.5	business
0.59375	0.4375	0.59375	0.59375	0.78125	0.5	speach patplogyst
0.0	0.125	0.34375	0.46875	0.125	0.09375	Education
0.1875	0.53125	0.21875	0.53125	0.25	0.375	Biological Science
0.21875	0.8125	0.4375	0.5	0.28125	0.3125	behavioral science
0.21875	0.34375	0.3125	0.8125	0.5	0.6875	counseling
0.0	0.25	0.625	0.75	0.3125	0.125	Mental Health Counseling
0.21875	0.8125	0.84375	0.4375	0.125	0.21875	Biology and arr
0.40625	0.65625	0.59375	0.3125	0.4375	0.375	Building
0.5	0.3125	0.15625	0.40625	0.4375	0.5625	marketing
0.1875	0.5	0.375	0.5	0.625	0.5625	communication
0.34375	0.21875	0.375	0.71875	0.65625	0.40625	engineering
0.125	0.21875	0.65625	0.40625	0.25	0.15625	literature
0.4375	0.5625	0.5	0.6875	0.40625	0.3125	Human Resource Management
0.09375	0.5625	0.6875	0.21875	0.1875	0.46875	Computer Science
0.1875	0.8125	0.4375	0.78125	0.46875	0.40625	Chemistry
0.53125	0.71875	0.71875	0.75	0.9375	1.0	economics
0.125	0.1875	0.75	0.71875	0.6875	0.21875	Human Resources
0.125	0.25	0.34375	0.59375	0.46875	0.59375	Sociology
0.34375	0.90625	0.625	0.90625	0.375	0.15625	Business administration 
0.59375	0.875	0.59375	0.6875	0.625	0.3125	Management 
0.65625	0.6875	0.375	0.96875	0.5	0.65625	Human Resources
0.15625	0.0625	0.125	0.375	0.625	0.53125	management
0.0625	0.15625	0.0	0.65625	0.46875	0.1875	business
0.03125	0.0	0.0	0.28125	0.21875	0.0	Management
0.0	0.34375	0.46875	0.90625	0.625	0.125	Management
0.28125	0.125	0.34375	0.53125	0.34375	0.15625	Social Worker
0.8125	0.90625	0.625	0.53125	0.25	0.375	Mechanical Engineering 
0.09375	0.625	0.9375	0.65625	0.3125	0.0	rehabilitation and disability studies
0.15625	0.53125	0.75	0.5625	0.03125	0.0625	Advertising 
0.28125	0.625	0.28125	0.53125	0.25	0.28125	Biology
0.40625	0.6875	0.40625	0.75	0.5	0.4375	Business Management
0.21875	0.125	0.78125	0.78125	0.59375	0.75	Master education
0.28125	0.53125	0.5	0.46875	0.375	0.0	No
0.0	0.125	0.375	0.375	0.03125	0.09375	psychology
0.59375	0.46875	0.3125	0.78125	0.09375	0.1875	portuguese
0.28125	0.75	0.1875	0.65625	0.40625	0.46875	Psychology
0.28125	0.125	0.5625	0.5	0.5	0.4375	Computer Engineering
0.15625	0.59375	0.09375	0.71875	0.0625	0.09375	nursing
0.21875	0.34375	0.3125	0.4375	0.09375	0.0	idk
0.0	0.375	0.25	0.59375	0.0	0.125	Mechanical Engineering
0.34375	0.75	0.3125	0.15625	0.125	0.5	Architecture 
0.3125	0.46875	0.375	0.65625	0.0	0.125	Psychology 
0.09375	0.25	0.15625	0.46875	0.0	0.03125	Criminal Justice
0.125	0.3125	0.40625	0.71875	0.3125	0.15625	Eduation
0.25	0.1875	0.6875	0.8125	0.125	0.03125	Political Science
0.34375	0.71875	0.8125	0.6875	0.4375	0.3125	Music
0.0	0.15625	0.03125	0.40625	0.25	0.25	Social Work 
0.28125	0.84375	0.28125	0.71875	0.25	0.1875	Psychology/History
0.28125	0.6875	0.59375	0.78125	0.25	0.125	International studies
0.28125	0.6875	0.3125	0.6875	0.3125	0.25	Corrections/legal
0.53125	0.4375	0.40625	0.5625	0.6875	0.6875	Electronic Enginnering
0.09375	0.625	0.65625	0.46875	0.625	0.28125	marketing
0.53125	0.625	0.375	0.59375	0.5	0.6875	Visual communication 
0.6875	0.5625	0.125	0.75	0.75	1.0	statistics
0.71875	0.65625	0.5	0.40625	0.40625	0.53125	English
0.25	0.34375	0.5	0.75	0.59375	0.40625	Management
0.625	0.625	0.625	0.84375	0.71875	0.4375	Software Engineering
0.75	0.6875	0.40625	0.4375	0.03125	0.625	Education
0.4375	0.40625	0.71875	0.625	0.03125	0.125	psychology
0.0625	0.625	0.25	0.6875	0.0625	0.0625	Life science 
0.0	0.875	0.375	0.59375	0.0	0.125	Biology
0.0	0.8125	0.625	0.59375	0.0	-0.03125	nursing
0.375	0.5	0.15625	0.0625	0.1875	0.21875	Finance
0.125	0.96875	0.96875	0.8125	0.59375	0.15625	psychology
0.625	0.65625	0.21875	0.28125	0.1875	0.5	Exercise Science
0.1875	0.75	0.84375	0.6875	0.53125	0.15625	psychology
0.0	0.4375	0.25	0.65625	0.09375	0.0	psychology
0.4375	0.90625	0.90625	0.90625	0.1875	0.03125	Art
0.3125	0.625	0.375	0.375	0.46875	0.28125	Counseling
0.0	0.03125	0.6875	0.4375	0.5	0.0	Professional Communications
0.03125	0.3125	0.5625	0.1875	0.0625	0.28125	Business
0.25	0.71875	0.3125	0.8125	0.21875	0.21875	Human Devlopment
0.0	0.375	0.75	0.78125	0.3125	0.1875	Mental Health Counseling
0.125	0.375	0.4375	0.6875	0.6875	0.65625	Library- and information science
0.3125	0.5625	0.75	0.625	0.40625	0.40625	economics
0.46875	0.53125	0.375	0.34375	0.34375	0.4375	economics and geography
0.09375	0.25	0.1875	0.625	0.1875	0.1875	sociology & psychology
0.0625	1.0	0.46875	0.71875	0.34375	0.28125	political sciences
0.125	0.40625	0.21875	0.25	0.1875	0.21875	nuclear engineering
0.0	0.6875	0.625	0.46875	0.15625	0.0	sociology
0.0625	0.21875	0.0	0.3125	0.03125	0.0	criminal justice
0.0	0.59375	0.3125	0.78125	0.28125	0.375	Psychology and English
0.09375	0.25	0.25	0.09375	0.125	0.09375	Horticulture, fine art
0.0	0.09375	0.1875	0.625	0.03125	0.0	Psychology
0.3125	0.625	0.53125	0.53125	0.1875	0.03125	Biology
0.21875	0.4375	0.3125	0.625	0.3125	0.125	engineering
0.25	0.59375	0.4375	0.53125	0.65625	0.53125	Chemical engineering
0.1875	0.25	0.375	0.5	0.5625	0.75	Spanish - Education
0.03125	0.6875	0.40625	0.625	0.03125	0.25	Communicatio Science
0.09375	0.875	0.0625	0.8125	0.0625	0.125	Biology, nursing 
0.53125	0.5625	0.5625	0.46875	0.5	0.5	Management
0.09375	0.34375	0.4375	0.65625	0.34375	0.0625	Coastal Environmental Studies
0.46875	0.71875	0.53125	0.75	0.28125	0.625	Technology 
0.25	0.8125	0.5625	0.90625	0.625	0.71875	psychology
0.375	0.0625	0.0	0.40625	0.0625	0.1875	math
0.0625	0.34375	0.21875	0.21875	0.0625	0.0	Language Studies (English)
0.0	0.0	0.21875	0.5	0.0	0.0	English
0.125	0.46875	0.53125	0.625	0.1875	0.1875	French Studies
0.5	0.59375	0.65625	0.5	0.46875	0.34375	psychology
0.25	0.84375	0.375	0.6875	0.25	0.15625	Psychology
0.15625	0.59375	0.46875	0.59375	0.375	0.375	psychology
0.71875	0.90625	0.84375	0.8125	0.71875	0.84375	Art
0.1875	0.59375	0.0625	0.21875	0.25	0.34375	Spanish
0.0625	0.3125	0.15625	0.3125	0.375	0.375	Health Science 
0.25	0.46875	0.625	0.90625	0.6875	0.53125	marketing
0.34375	0.1875	0.5625	0.46875	0.71875	0.5625	hospitality and tourism management
0.5	0.375	0.9375	0.9375	0.9375	0.75	sociology
0.0	0.3125	0.53125	0.625	0.375	0.375	psychology
0.6875	0.46875	0.25	0.5	0.6875	0.78125	geospatial information science
0.5625	1.0	1.0	1.0	0.6875	1.0	Computer Science
0.46875	0.53125	0.53125	0.96875	0.90625	0.9375	Business Information and Technology
0.75	0.75	0.46875	0.96875	0.8125	0.96875	bachelor of science
0.5	0.5625	0.5	0.71875	0.5625	0.5625	medicine
0.53125	0.84375	0.8125	0.6875	0.6875	0.46875	medicine
0.25	0.625	0.46875	0.5	0.40625	0.34375	Anthropology
0.46875	0.53125	0.5	0.40625	0.28125	0.28125	economics
0.15625	0.78125	0.34375	0.53125	0.0	0.0625	psychology
0.09375	0.25	0.03125	0.4375	0.15625	0.375	Master in Human resources
0.03125	0.3125	0.0625	0.75	0.4375	0.59375	Applied Psychology
0.0	0.625	0.78125	0.75	0.09375	0.09375	English
0.0	0.375	0.5625	0.9375	0.375	0.03125	psychology
0.09375	0.8125	0.375	0.96875	0.125	0.0	Biology
0.25	0.4375	0.375	0.53125	0.15625	0.25	Classics
0.0625	0.53125	0.0	0.65625	0.125	0.21875	Psychology
0.34375	0.6875	0.8125	0.625	0.21875	0.34375	English
0.15625	0.375	0.65625	0.9375	0.5	0.125	History
0.4375	0.96875	0.625	0.5625	0.46875	0.28125	veterinary science
0.03125	0.25	0.28125	0.6875	0.375	0.53125	sociology
0.0625	0.53125	0.25	0.59375	0.1875	0.53125	Business Management
0.15625	0.46875	0.5625	0.3125	0.34375	0.875	Business
0.03125	0.15625	0.21875	0.65625	0.3125	0.25	Healthcare Administration
0.5625	0.71875	0.6875	0.625	0.34375	0.65625	Business
0.34375	0.34375	0.34375	0.625	0.375	0.46875	English
0.0625	0.65625	0.6875	0.71875	0.4375	0.46875	Maths
0.09375	0.21875	0.40625	0.53125	0.65625	0.625	Textile Design
0.0	0.5	0.5	0.5	0.0	0.0	History
0.5625	0.65625	0.53125	0.65625	0.40625	0.5	engineering
0.28125	0.75	0.65625	0.78125	0.65625	0.21875	psychology
0.3125	0.59375	0.59375	0.6875	0.21875	0.59375	occupational therapy, psychology, rehabilitat
